,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 26_level_0
278,269,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26-141,1997,8.5,0,6,0,0.0,0.70,0.00,0.00,,22.3,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
279,270,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,28-254,1995,6.9,0,18,5,27.8,2.61,0.73,0.00,0.00,19.8,0,0,1,1.8,1.0,0.06,-1.8,-1.0,Matches
280,271,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,28-254,1995,5.9,1,18,6,33.3,3.07,1.02,0.06,0.17,22.0,2,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
281,272,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29-004,1995,11.5,0,16,0,0.0,1.39,0.00,0.00,,17.1,0,0,0,1.7,1.7,0.11,-1.7,-1.7,Matches
282,273,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29-148,1994,16.9,0,7,1,14.3,0.42,0.06,0.00,0.00,29.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
283,274,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26-300,1997,8.1,1,12,2,16.7,1.49,0.25,0.08,0.50,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
284,275,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30-282,1993,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
286,276,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20-148,2003,7.4,0,3,1,33.3,0.40,0.13,0.00,0.00,9.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
287,277,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,29-263,1994,15.9,9,46,19,41.3,2.89,1.19,0.09,0.21,23.3,2,5,5,6.5,2.6,0.06,+2.5,+1.4,Matches
288,278,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34-070,1990,18.8,3,16,6,37.5,0.85,0.32,0.19,0.50,18.5,0,0,0,0.8,0.7,0.04,+2.2,+2.3,Matches
289,279,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,28-291,1995,14.0,6,25,10,40.0,1.78,0.71,0.20,0.50,15.8,2,1,1,4.8,4.0,0.16,+1.2,+1.0,Matches
290,280,Bartosz Bereszyński,pl POL,DF,Empoli,it Serie A,31-283,1992,14.2,0,2,1,50.0,0.14,0.07,0.00,0.00,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
291,281,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,eng Premier League,33-176,1990,12.0,0,10,3,30.0,0.83,0.25,0.00,0.00,15.3,1,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
292,282,Sander Berge,no NOR,MF,Burnley,eng Premier League,26-066,1998,28.4,1,23,3,13.0,0.81,0.11,0.04,0.33,16.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9,Matches
293,283,Etrit Berisha,al ALB,GK,Empoli,it Serie A,35-041,1989,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
294,284,Medon Berisha,al ALB,MF,Lecce,it Serie A,20-182,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
295,285,Mergim Berisha,de GER,FW,Hoffenheim,de Bundesliga,25-345,1998,1.6,0,6,1,16.7,3.75,0.62,0.00,0.00,16.2,1,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
296,286,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,25-345,1998,1.4,0,5,0,0.0,3.69,0.00,0.00,,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
297,287,Isaac Bernal,es ESP,FW,Sevilla,es La Liga,23-338,2000,10.5,3,39,15,38.5,3.71,1.43,0.08,0.20,,,0,0,,,,,,Matches
298,288,Bernardo,br BRA,DF,Bochum,de Bundesliga,28-342,1995,28.0,1,23,8,34.8,0.82,0.29,0.04,0.13,12.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
299,289,Victor Bernth Kristiansen,dk DEN,DF,Bologna,it Serie A,21-126,2002,21.5,0,6,2,33.3,0.28,0.09,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
300,290,Matúš Bero,sk SVK,"MF,FW",Bochum,de Bundesliga,28-227,1995,15.0,1,22,6,27.3,1.46,0.40,0.05,0.17,18.5,0,0,0,2.7,2.7,0.12,-1.7,-1.7,Matches
301,291,Luke Berry,eng ENG,"MF,DF",Luton Town,eng Premier League,31-283,1992,2.7,1,4,1,25.0,1.47,0.37,0.25,1.00,9.9,0,0,0,0.5,0.5,0.13,+0.5,+0.5,Matches
302,292,Dimitry Bertaud,cd COD,GK,Montpellier,fr Ligue 1,25-319,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,293,Jan-Niklas Beste,de GER,"FW,MF",Heidenheim,de Bundesliga,25-107,1999,24.0,7,40,15,37.5,1.67,0.62,0.18,0.47,21.0,9,0,1,4.0,3.2,0.08,+3.0,+3.8,Matches
304,294,Beto,gw GNB,FW,Everton,eng Premier League,26-080,1998,10.2,3,42,12,28.6,4.13,1.18,0.07,0.25,14.7,0,0,1,6.8,6.0,0.14,-3.8,-3.0,Matches
305,295,Beto,gw GNB,FW,Udinese,it Serie A,26-080,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
306,296,Davide Bettella,it ITA,MF,Monza,it Serie A,24-013,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,297,Sam Beukema,nl NED,DF,Bologna,it Serie A,25-155,1998,25.4,1,11,4,36.4,0.43,0.16,0.09,0.25,10.2,0,0,0,1.6,1.6,0.14,-0.6,-0.6,Matches
308,298,Jordan Beyer,de GER,DF,Burnley,eng Premier League,23-337,2000,13.7,0,5,0,0.0,0.36,0.00,0.00,,8.2,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
309,299,Pep Biel,es ESP,"MF,FW",Augsburg,de Bundesliga,27-228,1996,2.6,0,4,0,0.0,1.51,0.00,0.00,,17.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
310,300,Jaka Bijol,si SVN,DF,Udinese,it Serie A,25-075,1999,16.2,0,7,2,28.6,0.43,0.12,0.00,0.00,8.7,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
311,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
312,301,El Bilal Touré,ml MLI,FW,Atalanta,it Serie A,22-200,2001,1.0,1,6,2,33.3,5.74,1.91,0.17,0.50,13.6,0,0,0,0.6,0.6,0.10,+0.4,+0.4,Matches
